country,country_code,year,region,rank_stat_ind,stat_ind,rank_dem_stat,dem_stat,stateness,monopoly,identity,no_dogmas,admin,pol_part,elect,power,assembly,express,ruleoflaw,separation,judiciary,prosecution,civ_rights,stab_dem,perf_dem,com_dem,integ,party_sys,int_group,approv_dem,soc_cap,rank_econ_stat,econ_stat,level_development,barriers,market,compet,anti_monop,for_trade,bank,stab_econ,infl,macro_stab,priv_prop,prop_rights,priv_ent,welfare,safety_nets,equal,perf_econ,output,sustain,envir,edu,rank_gov_ind,gov_ind,level_diff,constr,civil_trad,conflict_intens,GNI,UN_edu,state_rol,gov_perf,steering,priority,implement,learning,efficiency,assets,coord,anti_corrupt,consens,goals,veto,cleavage,civil_part,recon,int_coop,use_support,cred,reg_coop,trend_dem,trend_econ,trend_gov,core_stateness,state_failure,pol_sys,cat_stat_ind,cat_dem_stat,cat_trend_dem,cat_econ_stat,cat_trend_econ,cat_gov_ind,cat_trend_gov,cat_level_diff,stateness_cat,pol_part_cat,ruleoflaw_cat,stab_dem_cat,integ_cat,level_development_cat,market_cat,stab_econ_cat,priv_prop_cat,welfare_cat,perf_econ_cat,sustain_cat,level_diff_cat,steering_cat,efficiency_cat,consens_cat,int_coop_cat
"Estonia","EST",2006,"East-Central and Southeast Europe",2,9.289286,4,9.4,9.25,10,7,10,10,9.75,9,10,10,10,9.5,10,10,9,9,10,10,10,8.5,8,8,10,8,3,9.178572,8,8,9.75,10,10,10,9,10,10,10,10,10,10,8.5,8,9,9,9,9,8,10,7,7.3506366,2.2708333,2,2,3,4,1,1.625,8.933333,9,10,9,8,8.3333333,8,9,8,8.4,10,10,8,7,7,10,10,10,10,,,,10,"Stable state","democracy","Highly advanced","Democracy in consolidation",,"Developed",,"Very good",,"Negligible constraints","Excellent","Excellent","Excellent","Excellent","Excellent","Sound","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Poor","Excellent","Sound","Sound","Excellent"
"Estonia","EST",2008,"East-Central and Southeast Europe",3,9.417857,3,9.55,9.5,10,8,10,10,9.75,9,10,10,10,9.75,10,10,9,10,10,10,10,8.75,9,8,10,8,3,9.285714,8,8,10,10,10,10,10,10,10,10,10,10,10,8.5,8,9,10,10,8.5,8,9,2,7.3655015,1.8958333,2,3,2,2,1,1.375,8.983334,9,10,9,8,8.6666667,9,8,9,8.6,10,10,8,8,7,9.6666667,10,10,9,.15,.11,.05000019,10,"Stable state","democracy","Highly advanced","Democracy in consolidation","No significant changes","Developed","No significant changes","Very good","No significant changes","Negligible constraints","Excellent","Excellent","Excellent","Excellent","Excellent","Sound","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Poor","Excellent","Excellent","Excellent","Excellent"
"Estonia","EST",2010,"East-Central and Southeast Europe",4,9.335714,4,9.6,9.5,10,8,10,10,9.75,9,10,10,10,9.75,10,10,9,10,10,10,10,9,9,8,10,9,5,9.071428,8,8,10,10,10,10,10,9.5,9,10,10,10,10,9,9,9,9,9,8,8,8,3,7.3322299,1.7291667,2,3,2,1,1,1.375,8.983334,9,10,9,8,8.6666667,9,8,9,8.6,10,10,7,9,7,9.6666667,10,10,9,.05,-.21,0,10,"Stable state","democracy","Highly advanced","Democracy in consolidation","No significant changes","Developed","No significant changes","Very good","No significant changes","Negligible constraints","Excellent","Excellent","Excellent","Excellent","Excellent","Sound","Excellent","Excellent","Excellent","Excellent","Excellent","Sound","Poor","Excellent","Excellent","Excellent","Excellent"
"Estonia","EST",2012,"East-Central and Southeast Europe",5,9.275,5,9.55,9.5,10,8,10,10,9.75,9,10,10,10,9.75,10,10,9,10,10,10,10,8.75,9,8,9,9,5,9,8,8,10,10,10,10,10,9.5,9,10,10,10,10,9,9,9,8,8,8.5,8,9,3,7.4064969,1.8958333,2,3,3,1,1,1.375,9.033334,9,10,9,8,8.6666667,9,8,9,8.8,10,10,7,9,8,9.6666667,10,10,9,-.05,-.07,.05000019,10,"Stable state","democracy","Highly advanced","Democracy in consolidation","No significant changes","Developed","No significant changes","Very good","No significant changes","Negligible constraints","Excellent","Excellent","Excellent","Excellent","Excellent","Sound","Excellent","Excellent","Excellent","Excellent","Sound","Excellent","Poor","Excellent","Excellent","Excellent","Excellent"
"Estonia","EST",2014,"East-Central and Southeast Europe",3,9.421429,2,9.7,9.5,10,8,10,10,10,10,10,10,10,9.75,10,10,9,10,10,10,10,9.25,9,9,10,9,3,9.142858,8,8,10,10,10,10,10,9.5,9,10,10,10,10,9,9,9,9,9,8.5,8,9,4,7.264213,1.7291667,2,2,3,1,1,1.375,8.9,8.6666667,9,9,8,8.6666667,9,8,9,8.6,9,10,7,9,8,9.6666667,10,10,9,.15,.14,-.13333416,10,"Stable state","democracy","Highly advanced","Democracy in consolidation","No significant changes","Developed","No significant changes","Very good","No significant changes","Negligible constraints","Excellent","Excellent","Excellent","Excellent","Excellent","Sound","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Poor","Excellent","Excellent","Excellent","Excellent"
"Estonia","EST",2016,"East-Central and Southeast Europe",2,9.492857,2,9.7,9.5,10,8,10,10,10,10,10,10,10,9.75,10,10,9,10,10,10,10,9.25,9,9,10,9,3,9.285714,8,8,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,4,7.4002469,1.7291667,2,2,3,1,1,1.375,9.066667,8.6666667,9,9,8,9,9,9,9,8.6,9,10,7,9,8,10,10,10,10,0,.14,.16666698,10,"Stable state","democracy","Highly advanced","Democracy in consolidation","No significant changes","Developed","No significant changes","Very good","No significant changes","Negligible constraints","Excellent","Excellent","Excellent","Excellent","Excellent","Sound","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Poor","Excellent","Excellent","Excellent","Excellent"
"Estonia","EST",2018,"East-Central and Southeast Europe",1,9.517857,2,9.75,9.5,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9.25,9,9,10,9,2,9.285714,8,8,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,1,7.4368364,1.7083333,2,2,3,1,1,1.25,9.116667,9,9,9,9,8.6666667,9,8,9,8.8,10,10,7,9,8,10,10,10,10,.05,0,.05000019,10,"Stable state","democracy","Highly advanced","Democracy in consolidation","No significant changes","Developed","No significant changes","Very good","No significant changes","Negligible constraints","Excellent","Excellent","Excellent","Excellent","Excellent","Sound","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Poor","Excellent","Excellent","Excellent","Excellent"
"Ethiopia","ETH",2006,"South and East Africa",92,4.190476,79,4.166667,7.5,6,7,10,7,3.75,3,3,5,4,3.25,3,4,3,3,2,2,2,4.3333333,4,4,,5,93,4.214286,3,3,4,4,3,5,4,7.5,8,7,4,4,4,3,2,4,5,5,3,3,3,83,4.1108603,8.1041667,10,6,7,10,10,5.625,4.283333,4.3333333,3,5,5,3,3,3,3,3.8,4,3,4,4,4,6,4,7,7,,,,6.5,"Stable state","autocracy","Very limited","Moderate autocracy",,"Poorly functioning",,"Weak",,"Substantial","Sound","Flawed","Flawed","Poor","Flawed","Flawed","Flawed","Sound","Flawed","Flawed","Fair","Flawed","Sound","Flawed","Flawed","Flawed","Fair"
"Ethiopia","ETH",2008,"South and East Africa",100,3.959524,84,4.133333,7.5,7,7,9,7,3,4,2,4,2,3.5,4,4,3,3,2,2,2,4.6666667,5,4,,5,108,3.785714,1,1,3,4,2,3,3,6.5,7,6,4,4,4,2.5,3,2,6,6,3.5,4,3,91,4.2125926,8.0833333,8,8,7,10,10,5.5,4.4,4.6666667,5,5,4,4,4,5,3,4.6,5,3,5,4,6,4.3333333,5,5,3,-.03,-.43,.11666679,7,"Stable state","autocracy","Failed or nonexistent","Moderate autocracy","No significant changes","Poorly functioning","No significant changes","Weak","No significant changes","Substantial","Sound","Flawed","Flawed","Poor","Fair","Poor","Flawed","Sound","Flawed","Flawed","Fair","Flawed","Sound","Fair","Flawed","Fair","Flawed"
"Ethiopia","ETH",2010,"South and East Africa",109,3.820238,109,3.533333,5.75,5,5,8,5,3,3,2,3,4,3.25,3,3,4,3,2,2,2,3.6666667,3,3,,5,102,4.107143,2,2,3.75,4,3,4,4,5.5,5,6,4.5,4,5,3.5,4,3,6,6,3.5,3,4,92,4.1648148,8.25,8,8,7,10,10,6.5,4.333333,4.3333333,5,4,4,3.6666667,4,4,3,4,4,4,3,3,6,5.3333333,5,7,4,-.6,.32,-.0666666,5,"Stable state","autocracy","Failed or nonexistent","Hard-line autocracy","Deterioration","Poorly functioning","No significant changes","Weak","No significant changes","Substantial","Fair","Flawed","Flawed","Poor","Flawed","Poor","Flawed","Fair","Fair","Flawed","Fair","Flawed","Sound","Flawed","Flawed","Flawed","Fair"
"Ethiopia","ETH",2012,"South and East Africa",109,3.82381,105,3.683333,7.25,7,7,8,7,2.75,3,2,3,3,2.75,3,3,3,2,2,2,2,3.6666667,3,3,,5,111,3.964286,1,1,4.25,4,4,4,5,5.5,6,5,4,4,4,3,3,3,6,6,4,3,5,107,3.4666667,8.3333333,8,8,8,10,10,6,3.6,3.6666667,4,4,3,3.3333333,4,3,3,2.4,3,2,3,2,2,5,6,5,4,.15,-.14,-.73333359,7,"Stable state","autocracy","Failed or nonexistent","Hard-line autocracy","No significant changes","Poorly functioning","No significant changes","Weak","Deterioration","Substantial","Sound","Flawed","Flawed","Poor","Flawed","Poor","Flawed","Fair","Flawed","Flawed","Fair","Flawed","Sound","Flawed","Flawed","Poor","Fair"
"Ethiopia","ETH",2014,"South and East Africa",111,3.719048,112,3.366667,6.5,7,6,7,6,2,2,2,2,2,3,3,4,3,2,2,2,2,3.3333333,3,3,,4,107,4.071429,2,2,3.5,3,3,4,4,4,4,4,3.5,3,4,4.5,5,4,7,7,4,4,4,90,4.1928086,8.2083333,7,8,8,10,10,6.25,4.366667,4.3333333,4,5,4,4.6666667,5,6,3,2.8,3,2,4,2,3,5.6666667,7,5,5,-.32,.11,.76666689,6.5,"Stable state","autocracy","Failed or nonexistent","Hard-line autocracy","No significant changes","Poorly functioning","No significant changes","Weak","Improvement","Substantial","Sound","Poor","Flawed","Poor","Flawed","Poor","Flawed","Flawed","Flawed","Fair","Sound","Flawed","Sound","Flawed","Fair","Flawed","Fair"
"Ethiopia","ETH",2016,"South and East Africa",111,3.545238,113,3.233333,6.25,7,6,6,6,2.25,2,2,3,2,3,3,3,4,2,2,2,2,2.6666667,3,2,,3,109,3.857143,2,2,3.5,4,2,4,4,5,5,5,3.5,3,4,2.5,3,2,7,7,3.5,3,4,108,3.4903549,8.2291667,7,8,8,10,10,6.375,3.633333,3.6666667,4,3,4,3.3333333,4,4,2,2.2,3,2,2,2,2,5.3333333,7,5,4,-.13,-.21,-.73333359,6.5,"Stable state","autocracy","Failed or nonexistent","Hard-line autocracy","No significant changes","Poorly functioning","No significant changes","Weak","Deterioration","Substantial","Fair","Poor","Flawed","Poor","Flawed","Poor","Flawed","Fair","Flawed","Flawed","Sound","Flawed","Sound","Flawed","Flawed","Poor","Fair"
"Ethiopia","ETH",2018,"South and East Africa",113,3.329762,114,3.016667,6,7,5,6,6,2,2,2,2,2,2.75,2,3,4,2,2,2,2,2.3333333,2,2,,3,109,3.642857,2,2,3.5,3,3,4,4,4.5,4,5,3.5,3,4,3,4,2,6,6,3,2,4,100,3.6539815,8.2708333,8,8,8,9,10,6.625,3.8,4,4,4,4,3,3,4,2,2.2,3,2,2,2,2,6,7,6,5,-.22,-.21,.16666675,6.5,"Stable state","autocracy","Failed or nonexistent","Hard-line autocracy","No significant changes","Poorly functioning","No significant changes","Weak","No significant changes","Substantial","Fair","Poor","Flawed","Poor","Poor","Poor","Flawed","Fair","Flawed","Flawed","Fair","Flawed","Sound","Flawed","Flawed","Poor","Fair"
"Georgia","GEO",2006,"Post Soviet Eurasia",60,5.728571,58,6.1,5.25,4,5,8,4,7.5,9,7,8,6,6.5,5,7,7,7,7,6,8,4.25,3,4,7,3,64,5.357143,4,4,4.5,4,4,6,4,9,9,9,5,4,6,4,4,4,6,6,5,6,4,35,5.9011574,5.8541667,7,7,6,8,2,5.125,6.483333,6.3333333,7,6,6,5.6666667,5,5,7,6.6,7,7,7,5,7,7.3333333,9,7,6,,,,4,"Stable state","democracy","Limited","Defective democracy",,"Functional flaws",,"Good",,"Moderate","Fair","Sound","Sound","Sound","Flawed","Flawed","Fair","Excellent","Fair","Flawed","Fair","Fair","Fair","Fair","Fair","Sound","Sound"
"Georgia","GEO",2008,"Post Soviet Eurasia",38,6.603571,42,6.85,6.75,6,6,9,6,8.5,9,9,9,7,6,5,5,7,7,8,7,9,5,4,4,8,4,48,6.357143,4,4,7,6,7,9,6,8.5,8,9,7.5,7,8,4.5,5,4,7,7,6,6,6,23,6.3613194,5.6041667,7,7,6,8,1,4.625,7.05,7.3333333,7,8,7,7,7,6,8,6.2,7,7,7,5,5,7.6666667,9,7,7,.75,1,.56666708,6,"Stable state","democracy","Limited","Defective democracy","Improvement","Functional flaws","Strong improvement","Good","Improvement","Moderate","Sound","Excellent","Fair","Sound","Fair","Flawed","Sound","Excellent","Sound","Fair","Sound","Fair","Fair","Sound","Sound","Fair","Sound"
"Georgia","GEO",2010,"Post Soviet Eurasia",52,6.025,57,6.05,6.25,4,6,9,6,7.25,7,9,7,6,5.5,5,5,6,6,6.5,6,7,4.75,4,4,7,4,56,6,4,4,7.5,6,8,9,7,7.5,7,8,7,6,8,4,4,4,6,6,6,6,6,41,5.6821451,6.0208333,8,7,8,7,1,5.125,6.233334,6,6,6,6,6.6666667,6,7,7,5.6,7,7,5,5,4,6.6666667,8,6,6,-.8,-.36,-.8166666,5,"Stable state","democracy","Limited","Defective democracy","Deterioration","Functional flaws","No significant changes","Good","Deterioration","Moderate","Fair","Sound","Fair","Sound","Fair","Flawed","Sound","Sound","Sound","Flawed","Fair","Fair","Fair","Fair","Sound","Fair","Sound"
"Georgia","GEO",2012,"Post Soviet Eurasia",57,5.878572,57,6.15,6.25,5,6,8,6,7.5,8,9,7,6,6,6,6,6,6,6.5,6,7,4.5,4,4,6,4,64,5.607143,4,4,7.25,6,7,9,7,6.5,6,7,7,6,8,4,4,4,5,5,5.5,6,5,53,5.3822299,5.4791667,7,7,6,7,1,4.875,5.983334,5.6666667,5,6,6,6,5,7,6,5.6,7,7,5,5,4,6.6666667,7,7,6,.1,-.39,-.25,5.5,"Stable state","democracy","Limited","Defective democracy","No significant changes","Functional flaws","No significant changes","Moderate","No significant changes","Moderate","Fair","Sound","Fair","Sound","Fair","Flawed","Sound","Sound","Sound","Flawed","Fair","Fair","Fair","Fair","Fair","Fair","Sound"
"Georgia","GEO",2014,"Post Soviet Eurasia",48,6.160714,52,6.5,6.5,5,7,8,6,8,8,9,8,7,6,6,6,6,6,7,6,8,5,5,4,7,4,57,5.821429,4,4,6.75,6,5,9,7,7,7,7,6.5,6,7,4.5,5,4,6,6,6,6,6,41,5.760216,5.2916667,7,7,6,6,1,4.75,6.433333,6,5,6,7,6,5,7,6,6.4,7,7,7,6,5,7.3333333,7,8,7,.35,.21,.44999981,5.5,"Stable state","democracy","Limited","Defective democracy","No significant changes","Functional flaws","No significant changes","Good","No significant changes","Moderate","Sound","Sound","Fair","Sound","Fair","Flawed","Sound","Sound","Sound","Fair","Fair","Fair","Fair","Fair","Fair","Fair","Sound"
"Georgia","GEO",2016,"Post Soviet Eurasia",45,6.314285,40,6.7,6.25,5,6,8,6,8.5,9,8,9,8,6.5,6,7,6,7,7,6,8,5.25,5,5,7,4,53,5.928571,4,4,7,6,6,9,7,7,7,7,6.5,6,7,5.5,5,6,6,6,5.5,5,6,39,5.715216,4.7708333,7,6,5,5,1,4.625,6.466667,5.6666667,5,6,6,6.6666667,6,7,7,6.2,7,7,6,6,5,7.3333333,7,7,8,.2,.11,.0333333,5.5,"Stable state","democracy","Limited","Defective democracy","No significant changes","Functional flaws","No significant changes","Good","No significant changes","Moderate","Fair","Excellent","Sound","Sound","Fair","Flawed","Sound","Sound","Sound","Fair","Fair","Fair","Fair","Fair","Sound","Fair","Sound"
"Georgia","GEO",2018,"Post Soviet Eurasia",42,6.417857,37,6.8,6.5,5,6,8,7,8.5,9,8,9,8,6.5,6,7,6,7,7.5,7,8,5,5,5,6,4,47,6.035714,4,4,7.25,7,6,9,7,7.5,8,7,6.5,6,7,5.5,6,5,6,6,5.5,5,6,33,5.8741667,4.75,7,6,5,5,1,4.5,6.65,6,6,6,6,6.6666667,6,7,7,6.6,7,8,6,7,5,7.3333333,7,7,8,.1,.11,.1833334,6,"Stable state","democracy","Limited","Defective democracy","No significant changes","Functional flaws","No significant changes","Good","No significant changes","Moderate","Sound","Excellent","Sound","Sound","Fair","Flawed","Sound","Sound","Sound","Fair","Fair","Fair","Fair","Fair","Sound","Sound","Sound"
"Ghana","GHA",2006,"West and Central Africa",31,6.985714,22,7.9,8,8,9,9,6,8.5,9,8,9,8,7.5,8,7,7,8,8,7,9,7.5,8,6,9,7,46,6.071429,5,5,6,5,6,6,7,7.5,6,9,7.5,8,7,4.5,5,4,7,7,5,5,5,18,6.7809028,6.375,6,5,4,10,10,3.25,7.35,7.3333333,6,8,8,5.6666667,5,7,5,7.4,9,8,8,6,6,9,9,9,9,,,,7,"Stable state","democracy","Limited","Defective democracy",,"Functional flaws",,"Good",,"Moderate","Sound","Excellent","Sound","Sound","Sound","Fair","Fair","Sound","Sound","Fair","Sound","Fair","Fair","Sound","Fair","Sound","Excellent"
"Ghana","GHA",2008,"West and Central Africa",28,7.3,21,8.1,7.75,8,9,8,6,9,9,9,9,9,7.5,8,8,6,8,8.5,8,9,7.75,8,7,9,7,46,6.5,5,5,6.5,6,6,7,7,8,7,9,7.5,8,7,5.5,5,6,8,8,5,5,5,14,6.7220833,6.0625,6,5,4,9,9,3.375,7.366667,7.3333333,6,8,8,5.3333333,5,7,4,7.8,9,8,8,7,7,9,9,9,9,.2,.43,.01666689,7,"Stable state","democracy","Advanced","Democracy in consolidation","No significant changes","Functional flaws","No significant changes","Good","No significant changes","Moderate","Sound","Excellent","Sound","Excellent","Sound","Fair","Sound","Sound","Sound","Fair","Sound","Fair","Fair","Sound","Fair","Sound","Excellent"
"Ghana","GHA",2010,"West and Central Africa",26,7.325,22,8.15,8,8,9,8,7,8.5,8,9,9,8,7.5,8,8,6,8,9,9,9,7.75,8,7,9,7,40,6.5,5,5,7,7,6,8,7,7,6,8,7.5,8,7,6,5,7,8,8,5,5,5,12,6.7670833,5.875,6,5,4,9,8,3.25,7.45,7.6666667,7,8,8,5.6666667,5,7,5,7.8,9,9,7,7,7,8.6666667,9,9,8,.05,0,.08333302,7.5,"Stable state","democracy","Advanced","Democracy in consolidation","No significant changes","Functional flaws","No significant changes","Good","No significant changes","Moderate","Sound","Excellent","Sound","Excellent","Sound","Fair","Sound","Sound","Sound","Fair","Sound","Fair","Fair","Sound","Fair","Sound","Excellent"
"Ghana","GHA",2012,"West and Central Africa",22,7.392857,19,8.25,8,8,9,8,7,8.75,8,9,9,9,7.5,8,8,6,8,9,9,9,8,8,8,9,7,39,6.535714,5,5,7.25,7,6,8,8,6.5,5,8,7.5,8,7,6,5,7,8,8,5.5,5,6,13,6.7590741,5.375,6,5,4,8,6,3.25,7.533333,7.6666667,7,8,8,6,5,7,6,7.8,9,9,7,7,7,8.6666667,9,9,8,.1,.04,.08333349,7.5,"Stable state","democracy","Advanced","Democracy in consolidation","No significant changes","Functional flaws","No significant changes","Good","No significant changes","Moderate","Sound","Excellent","Sound","Excellent","Sound","Fair","Sound","Sound","Sound","Fair","Sound","Fair","Fair","Sound","Fair","Sound","Excellent"
"Ghana","GHA",2014,"West and Central Africa",23,7.364285,17,8.3,8,8,9,8,7,9,8,9,10,9,7.5,8,8,6,8,9,9,9,8,8,8,9,7,39,6.428571,5,5,7,7,5,8,8,6,5,7,7.5,8,7,6,5,7,8,8,5.5,5,6,15,6.6142901,5.0416667,6,4,4,8,5,3.25,7.433333,7.6666667,7,8,8,6,5,7,6,7.4,8,9,7,7,6,8.6666667,9,9,8,.05,-.11,-.0999999,7.5,"Stable state","democracy","Advanced","Democracy in consolidation","No significant changes","Functional flaws","No significant changes","Good","No significant changes","Moderate","Sound","Excellent","Sound","Excellent","Sound","Fair","Sound","Fair","Sound","Fair","Sound","Fair","Fair","Sound","Fair","Sound","Excellent"
"Ghana","GHA",2016,"West and Central Africa",30,6.878572,20,7.9,7.75,8,9,7,7,8.5,8,9,9,8,6.75,8,8,5,6,8.5,9,8,8,8,8,9,7,57,5.857143,4,4,6.5,6,5,7,8,5.5,5,6,7.5,8,7,5,4,6,7,7,5.5,5,6,19,6.4088542,5.125,6,4,4,8,5,3.75,7.1875,6.6666667,6,7,7,6,5,7,6,7.75,8,9,7,7,,8.3333333,8,9,8,-.4,-.57,-.2458334,7.5,"Stable state","democracy","Limited","Defective democracy","No significant changes","Functional flaws","Deterioration","Good","No significant changes","Moderate","Sound","Excellent","Sound","Excellent","Sound","Flawed","Sound","Fair","Sound","Fair","Sound","Fair","Fair","Sound","Fair","Sound","Sound"
"Ghana","GHA",2018,"West and Central Africa",32,6.753572,20,7.9,7.75,9,9,7,6,8.5,8,9,9,8,7,8,8,5,7,8.5,9,8,7.75,8,8,8,7,64,5.607143,4,4,6.25,5,5,7,8,5.5,5,6,7.5,8,7,5,4,6,6,6,5,5,5,19,6.1827257,5.1041667,6,4,4,8,5,3.625,6.9375,6,6,6,6,5.6666667,5,7,5,7.75,8,9,7,7,,8.3333333,8,9,8,0,-.25,-.25,7.5,"Stable state","democracy","Limited","Defective democracy","No significant changes","Functional flaws","No significant changes","Good","No significant changes","Moderate","Sound","Excellent","Sound","Excellent","Sound","Flawed","Fair","Fair","Sound","Fair","Fair","Fair","Fair","Fair","Fair","Sound","Sound"
"Guatemala","GTM",2006,"Latin America and the Caribbean",68,5.271429,64,5.65,7,6,6,10,6,6.25,7,7,6,5,5.25,6,5,5,5,5.5,5,6,4.25,4,5,4,4,77,4.892857,3,3,5.25,4,4,8,5,7,7,7,6,5,7,3.5,4,3,6,6,3.5,4,3,55,5.0085648,5.9791667,6,6,5,7,7,4.875,5.6,5.3333333,5,5,6,4.3333333,4,5,4,5.4,6,6,4,6,5,7.3333333,7,8,7,,,,6,"Stable state","democracy","Very limited","Highly defective democracy",,"Poorly functioning",,"Moderate",,"Moderate","Sound","Fair","Fair","Fair","Flawed","Flawed","Fair","Sound","Fair","Flawed","Fair","Flawed","Fair","Fair","Flawed","Fair","Sound"
"Guatemala","GTM",2008,"Latin America and the Caribbean",71,5.432143,68,5.9,7,6,6,10,6,6.25,7,6,6,6,5.5,6,6,5,5,6,6,6,4.75,4,5,5,5,81,4.964286,3,3,5.25,4,4,8,5,6.5,6,7,6,5,7,3.5,4,3,7,7,3.5,4,3,59,5.0515278,5.9583333,6,6,6,7,6,4.75,5.55,5.3333333,5,5,6,4.3333333,4,5,4,5.2,6,6,4,5,5,7.3333333,7,8,7,.25,.07,-.04999971,6,"Stable state","democracy","Very limited","Highly defective democracy","No significant changes","Poorly functioning","No significant changes","Moderate","No significant changes","Moderate","Sound","Fair","Fair","Fair","Fair","Flawed","Fair","Sound","Fair","Flawed","Sound","Flawed","Fair","Fair","Flawed","Fair","Sound"
"Guatemala","GTM",2010,"Latin America and the Caribbean",70,5.55,65,5.85,6.75,5,6,10,6,6.5,8,6,6,6,5.25,6,5,5,5,6,6,6,4.75,4,5,5,5,74,5.25,3,3,5.75,4,4,9,6,7,7,7,6,5,7,4,4,4,7,7,4,4,4,53,5.497037,6,6,6,6,7,6,5,6.033333,5.6666667,6,5,6,5,5,5,5,5.8,6,6,5,6,6,7.6666667,7,8,8,-.05,.29,.48333311,5.5,"Stable state","democracy","Limited","Highly defective democracy","No significant changes","Functional flaws","No significant changes","Moderate","No significant changes","Moderate","Sound","Sound","Fair","Fair","Fair","Flawed","Fair","Sound","Fair","Flawed","Sound","Flawed","Fair","Fair","Fair","Fair","Sound"
"Guatemala","GTM",2012,"Latin America and the Caribbean",74,5.364285,67,5.55,6.25,4,6,10,5,6,7,5,6,6,5.25,6,5,5,5,5.5,5,6,4.75,4,5,5,5,75,5.178571,3,3,5.75,4,4,9,6,7,7,7,5.5,5,6,4,4,4,7,7,4,4,4,56,5.3696451,6.5416667,7,6,6,7,8,5.25,5.816667,5.3333333,6,4,6,4.6666667,4,5,5,5.6,6,5,5,6,6,7.6666667,7,8,8,-.3,-.07,-.2166667,4.5,"Stable state","democracy","Very limited","Highly defective democracy","No significant changes","Functional flaws","No significant changes","Moderate","No significant changes","Substantial","Fair","Fair","Fair","Fair","Fair","Flawed","Fair","Sound","Fair","Flawed","Sound","Flawed","Sound","Fair","Fair","Fair","Sound"
"Guatemala","GTM",2014,"Latin America and the Caribbean",78,5.153571,73,5.2,6.25,4,6,10,5,5.25,6,5,5,5,5.25,6,5,5,5,5,5,5,4.25,4,5,4,4,77,5.107143,3,3,5.75,4,4,9,6,7,7,7,5.5,5,6,4,4,4,7,7,3.5,3,4,70,4.8196296,6.7083333,7,6,7,7,8,5.25,5.2,4.6666667,5,4,5,4.3333333,4,5,4,4.8,6,4,4,5,5,7,7,6,8,-.35,-.07,-.61666679,4.5,"Stable state","democracy","Very limited","Highly defective democracy","No significant changes","Functional flaws","No significant changes","Moderate","Deterioration","Substantial","Fair","Fair","Fair","Fair","Flawed","Flawed","Fair","Sound","Fair","Flawed","Sound","Flawed","Sound","Fair","Flawed","Fair","Sound"
"Guatemala","GTM",2016,"Latin America and the Caribbean",76,5.128572,76,5.15,6.25,4,6,10,5,5.25,6,4,5,6,4.5,5,5,4,4,5.5,5,6,4.25,4,5,4,4,78,5.107143,3,3,5.75,4,4,9,6,7,7,7,5.5,5,6,4,4,4,7,7,3.5,3,4,77,4.6162191,6.2708333,7,6,6,6,7,5.625,5.033333,4.3333333,5,4,4,4.3333333,4,5,4,4.8,6,4,4,5,5,6.6666667,6,6,8,-.05,0,-.16666651,4.5,"Stable state","democracy","Very limited","Highly defective democracy","No significant changes","Functional flaws","No significant changes","Moderate","No significant changes","Moderate","Fair","Fair","Fair","Fair","Flawed","Flawed","Fair","Sound","Fair","Flawed","Sound","Flawed","Fair","Flawed","Flawed","Fair","Sound"
"Guatemala","GTM",2018,"Latin America and the Caribbean",80,5.078571,74,5.05,6,4,6,10,4,5.25,6,4,5,6,4.75,5,5,5,4,5,5,5,4.25,4,5,4,4,77,5.107143,3,3,5.75,4,4,9,6,7,7,7,5.5,5,6,4,4,4,7,7,3.5,3,4,77,4.5214583,6.1041667,7,6,6,6,6,5.625,4.95,4.3333333,5,4,4,4,4,4,4,4.8,6,4,4,5,5,6.6666667,6,6,8,-.1,0,-.08333349,4,"Stable state","democracy","Very limited","Highly defective democracy","No significant changes","Functional flaws","No significant changes","Moderate","No significant changes","Moderate","Fair","Fair","Fair","Fair","Flawed","Flawed","Fair","Sound","Fair","Flawed","Sound","Flawed","Fair","Flawed","Flawed","Fair","Sound"
"Guinea","GIN",2006,"West and Central Africa",91,4.195238,75,4.283333,7.75,7,9,9,6,3.5,3,2,5,4,3.5,3,3,4,4,2,2,2,4.6666667,4,5,,5,97,4.107143,2,2,5.25,4,7,4,6,5,5,5,5,3,7,4,4,4,4,4,3.5,4,3,85,3.8557292,7.0625,8,9,3,10,7,5.375,4.183333,3,2,3,4,3.6666667,4,4,3,4.4,5,3,5,4,5,5.6666667,4,6,7,,,,6.5,"Stable state","autocracy","Very limited","Moderate autocracy",,"Poorly functioning",,"Weak",,"Substantial","Sound","Flawed","Flawed","Poor","Fair","Poor","Fair","Fair","Fair","Flawed","Flawed","Flawed","Sound","Flawed","Flawed","Flawed","Fair"
